player_id,first_name,last_name,name,last_season,current_club_id,player_code,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,market_value_in_eur,highest_market_value_in_eur,contract_expiration_date,agent_name,image_url,url,current_club_domestic_competition_id,current_club_name
99397,Karl,Darlow,Karl Darlow,2022,762,karl-darlow,England,Northampton,England,1990-10-08,Goalkeeper,Goalkeeper,right,190.0,1000000.0,4500000.0,2025-06-30 00:00:00,Unique Sports Group,https://img.a.transfermarkt.technology/portrait/header/99397-1520605885.jpg?lm=1,https://www.transfermarkt.co.uk/karl-darlow/profil/spieler/99397,GB1,Newcastle United
100127,Cristiano,Figueiredo,Cristiano Figueiredo,2018,1085,cristiano-figueiredo,Germany,München,Portugal,1990-11-29,Goalkeeper,Goalkeeper,right,195.0,200000.0,1700000.0,2024-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/100127-1551111620.png?lm=1,https://www.transfermarkt.co.uk/cristiano-figueiredo/profil/spieler/100127,PO1,Vitória Setúbal FC
100188,Denis,Dorozhkin,Denis Dorozhkin,2015,11127,denis-dorozhkin,UdSSR,Volgograd,Russia,1987-06-08,Centre-Forward,Attack,right,191.0,,300000.0,,,https://img.a.transfermarkt.technology/portrait/header/100188-1567002742.png?lm=1,https://www.transfermarkt.co.uk/denis-dorozhkin/profil/spieler/100188,RU1,Ural Yekaterinburg
100507,Juan Carlos,Paredes,Juan Carlos Paredes,2016,683,juan-carlos-paredes,Ecuador,Esmeraldas,Ecuador,1987-07-08,Right-Back,Defender,right,178.0,350000.0,2000000.0,2023-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/100507-1404909110.jpg?lm=1,https://www.transfermarkt.co.uk/juan-carlos-paredes/profil/spieler/100507,GR1,Olympiacos Piraeus
101000,Jonas,Henriksen,Jonas Henriksen,2017,22110,jonas-henriksen,Denmark,Herlev,Denmark,1991-03-06,Centre-Back,Defender,right,185.0,,250000.0,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/jonas-henriksen/profil/spieler/101000,DK1,FC Helsingör
101355,,Lúcio,Lúcio,2012,2424,lucio,Brazil,Pindamonhangaba,Brazil,1990-04-18,Goalkeeper,Goalkeeper,right,189.0,,150000.0,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/lucio/profil/spieler/101355,PO1,Gil Vicente FC
101808,Mamadou,Wagué,Mamadou Wagué,2017,6992,mamadou-wague,France,Saint-Brieuc,France,1990-08-19,Centre-Back,Defender,right,194.0,,300000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/s_101808_347_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/mamadou-wague/profil/spieler/101808,UKR1,Chornomorets Odessa
101922,Fabio,Pisacane,Fabio Pisacane,2020,1390,fabio-pisacane,Italy,Napoli,Italy,1986-01-28,Centre-Back,Defender,right,178.0,,1500000.0,,Rafaela Pimenta,https://img.a.transfermarkt.technology/portrait/header/101922-1474294312.jpg?lm=1,https://www.transfermarkt.co.uk/fabio-pisacane/profil/spieler/101922,IT1,Cagliari Calcio
101954,Antons,Kurakins,Antons Kurakins,2016,2999,antons-kurakins,UdSSR,Rīga,Latvia,1990-01-01,Left-Back,Defender,left,184.0,75000.0,425000.0,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/antons-kurakins/profil/spieler/101954,SC1,Hamilton Academical FC
102745,Luca,Ceppitelli,Luca Ceppitelli,2021,1390,luca-ceppitelli,Italy,Castiglione del Lago,Italy,1989-08-11,Centre-Back,Defender,both,186.0,600000.0,3500000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/102745-1595915955.jpg?lm=1,https://www.transfermarkt.co.uk/luca-ceppitelli/profil/spieler/102745,IT1,Cagliari Calcio
103381,,Tiquinho Soares,Tiquinho Soares,2022,683,tiquinho-soares,Brazil,Sousa,Brazil,1991-01-17,Centre-Forward,Attack,right,187.0,4000000.0,12000000.0,2024-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/103381-1542106367.png?lm=1,https://www.transfermarkt.co.uk/tiquinho-soares/profil/spieler/103381,GR1,Olympiacos Piraeus
103600,Vicente,Arze,Vicente Arze,2013,6996,vicente-arze,Bolivia,Santa Cruz de la Sierra,Bolivia,1985-11-22,Attacking Midfield,Midfield,both,177.0,,300000.0,,Ievgen Zinchenko,https://img.a.transfermarkt.technology/portrait/header/s_103600_9241_2010_1.jpg?lm=1,https://www.transfermarkt.co.uk/vicente-arze/profil/spieler/103600,UKR1,Goverla Uzhgorod (- 2016)
105500,Antonio,German,Antonio German,2015,2760,antonio-german,England,London,Grenada,1991-12-26,Centre-Forward,Attack,left,187.0,,1250000.0,,,https://img.a.transfermarkt.technology/portrait/header/105500-1590140052.png?lm=1,https://www.transfermarkt.co.uk/antonio-german/profil/spieler/105500,SC1,Partick Thistle FC
105534,Artur,Kaskov,Artur Kaskov,2012,6994,artur-kaskov,Ukraine,Zaporizhya,Ukraine,1991-11-18,Centre-Forward,Attack,both,181.0,,500000.0,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/artur-kaskov/profil/spieler/105534,UKR1,Metalurg Zaporizhya (-2016)
105842,Mariano,Bíttolo,Mariano Bíttolo,2016,3060,mariano-bittolo,Argentina,Morón,Argentina,1990-04-24,Left-Back,Defender,left,175.0,250000.0,1200000.0,2023-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/105842-1638379341.JPG?lm=1,https://www.transfermarkt.co.uk/mariano-bittolo/profil/spieler/105842,GR1,Atromitos Athens
106014,,Evrard Zag,Evrard Zag,2021,6912,evrard-zag,Cote d'Ivoire,Gagnoa,Cote d'Ivoire,1990-05-14,Central Midfield,Midfield,right,170.0,75000.0,300000.0,2023-06-30 00:00:00,10Management,https://img.a.transfermarkt.technology/portrait/header/106014-1415800100.jpg?lm=1,https://www.transfermarkt.co.uk/evrard-zag/profil/spieler/106014,PO1,FC Vizela
106252,Adam,Barton,Adam Barton,2017,2760,adam-barton,England,Blackburn,Northern Ireland,1991-01-07,Centre-Back,Defender,right,190.0,,350000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/adam-barton/profil/spieler/106252,SC1,Partick Thistle FC
106365,Jon,Bateson,Jon Bateson,2012,2759,jon-bateson,England,Preston,England,1989-09-20,Right-Back,Defender,right,185.0,,25000.0,,,https://img.a.transfermarkt.technology/portrait/header/s_106365_515_2013_08_07_1.jpg?lm=1,https://www.transfermarkt.co.uk/jon-bateson/profil/spieler/106365,SC1,Ross County FC
106405,Jeffrey,Gouweleeuw,Jeffrey Gouweleeuw,2023,167,jeffrey-gouweleeuw,Netherlands,Heemskerk,Netherlands,1991-07-10,Centre-Back,Defender,right,188.0,3000000.0,12000000.0,2024-06-30 00:00:00,SEG,https://img.a.transfermarkt.technology/portrait/header/106405-1658599599.jpg?lm=1,https://www.transfermarkt.co.uk/jeffrey-gouweleeuw/profil/spieler/106405,L1,FC Augsburg
107010,Stefan,Savic,Stefan Savic,2023,13,stefan-savic,Jugoslawien (SFR),Mojkovac,Montenegro,1991-01-08,Centre-Back,Defender,right,187.0,6000000.0,40000000.0,2024-06-30 00:00:00,Zarko Pelicic,https://img.a.transfermarkt.technology/portrait/header/107010-1664973607.jpg?lm=1,https://www.transfermarkt.co.uk/stefan-savic/profil/spieler/107010,ES1,Atlético de Madrid
107965,Jeffrey,Ket,Jeffrey Ket,2012,1090,jeffrey-ket,Netherlands,Hoofddorp,Netherlands,1993-04-06,Centre-Back,Defender,right,183.0,,100000.0,2025-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/s_107965_11368_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/jeffrey-ket/profil/spieler/107965,NL1,AZ Alkmaar
108636,Nosa,Igiebor,Nosa Igiebor,2016,126,nosa-igiebor,Nigeria,Abuja,Nigeria,1990-11-09,Central Midfield,Midfield,right,182.0,,2000000.0,,,https://img.a.transfermarkt.technology/portrait/header/s_108636_150_2014_01_10_1.jpg?lm=1,https://www.transfermarkt.co.uk/nosa-igiebor/profil/spieler/108636,TR1,Caykur Rizespor
108880,Koen,Casteels,Koen Casteels,2023,82,koen-casteels,Belgium,Bonheiden,Belgium,1992-06-25,Goalkeeper,Goalkeeper,left,197.0,8000000.0,14000000.0,2024-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/108880-1689877715.jpg?lm=1,https://www.transfermarkt.co.uk/koen-casteels/profil/spieler/108880,L1,VfL Wolfsburg
110708,Fredrik,Gulbrandsen,Fredrik Gulbrandsen,2022,3840,fredrik-gulbrandsen,Norway,Lillestrøm,Norway,1992-09-10,Centre-Forward,Attack,right,175.0,1600000.0,4000000.0,2024-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/110708-1665477966.JPG?lm=1,https://www.transfermarkt.co.uk/fredrik-gulbrandsen/profil/spieler/110708,TR1,Adana Demirspor
110723,Nathaniel,Lagrou,Nathaniel Lagrou,2012,2282,nathaniel-lagrou,,,Belgium,1992-05-09,Attacking Midfield,Midfield,right,172.0,,100000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/nathaniel-lagrou/profil/spieler/110723,BE1,Club Brugge KV
110867,Jed,Steer,Jed Steer,2022,405,jed-steer,England,Norwich,England,1992-09-23,Goalkeeper,Goalkeeper,left,183.0,500000.0,2000000.0,,CAA Stellar,https://img.a.transfermarkt.technology/portrait/header/s_110867_405_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/jed-steer/profil/spieler/110867,GB1,Aston Villa
110931,Marco,Fossati,Marco Fossati,2017,276,marco-fossati,Italy,Monza,Italy,1992-10-05,Defensive Midfield,Midfield,right,180.0,1000000.0,2600000.0,2023-05-31 00:00:00,Goodjohn Srl,https://img.a.transfermarkt.technology/portrait/header/110931-1662876878.jpg?lm=1,https://www.transfermarkt.co.uk/marco-fossati/profil/spieler/110931,IT1,Hellas Verona
111078,Emil,Forsberg,Emil Forsberg,2023,23826,emil-forsberg,Sweden,Sundsvall,Sweden,1991-10-23,Attacking Midfield,Midfield,right,177.0,7000000.0,28000000.0,2025-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/111078-1613998016.jpg?lm=1,https://www.transfermarkt.co.uk/emil-forsberg/profil/spieler/111078,L1,RB Leipzig
111200,Fábio,Pacheco,Fábio Pacheco,2021,979,fabio-pacheco,Portugal,Paredes,Portugal,1988-05-26,Defensive Midfield,Midfield,right,180.0,75000.0,800000.0,2023-06-30 00:00:00,Onsoccer,https://img.a.transfermarkt.technology/portrait/header/111200-1537359861.png?lm=1,https://www.transfermarkt.co.uk/fabio-pacheco/profil/spieler/111200,PO1,Moreirense FC
112611,,Leozinho,Leozinho,2015,2503,leozinho,Brazil,Ceará,Brazil,1988-06-07,Attacking Midfield,Midfield,right,170.0,,450000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/112611-1444048447.jpg?lm=1,https://www.transfermarkt.co.uk/leozinho/profil/spieler/112611,PO1,Boavista FC
113358,Sofiane,Hanni,Sofiane Hanni,2019,232,sofiane-hanni,France,Ivry-sur-Seine,Algeria,1990-12-29,Attacking Midfield,Midfield,right,178.0,2300000.0,8000000.0,2024-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/113358-1553895235.png?lm=1,https://www.transfermarkt.co.uk/sofiane-hanni/profil/spieler/113358,RU1,Spartak Moscow
114491,Sakib,Aytac,Sakib Aytac,2021,10484,sakib-aytac,Turkey,Izmir,Turkey,1991-11-24,Left-Back,Defender,left,187.0,75000.0,1500000.0,2024-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/114491-1627125306.jpeg?lm=1,https://www.transfermarkt.co.uk/sakib-aytac/profil/spieler/114491,TR1,Kasimpasa
114493,Ilyas,Cakmak,Ilyas Cakmak,2013,126,ilyas-cakmak,Turkey,Izmir,Turkey,1988-07-14,Centre-Forward,Attack,,179.0,,250000.0,,Soccerpool,https://img.a.transfermarkt.technology/portrait/header/114493-1540160917.jpg?lm=1,https://www.transfermarkt.co.uk/ilyas-cakmak/profil/spieler/114493,TR1,Caykur Rizespor
115763,Koray,Günter,Koray Günter,2023,276,koray-gunter,Germany,Höxter,Germany,1994-08-16,Centre-Back,Defender,right,186.0,2500000.0,5000000.0,2025-06-30 00:00:00,EMG Mundial,https://img.a.transfermarkt.technology/portrait/header/115763-1683122699.jpg?lm=1,https://www.transfermarkt.co.uk/koray-gunter/profil/spieler/115763,IT1,Hellas Verona
116094,Philip,Fontein,Philip Fontein,2018,33,philip-fontein,Germany,Ochtrup,Germany,1993-10-05,Central Midfield,Midfield,right,184.0,100000.0,100000.0,2023-06-30 00:00:00,DLT Sports Group,https://img.a.transfermarkt.technology/portrait/header/116094-1578511028.JPG?lm=1,https://www.transfermarkt.co.uk/philip-fontein/profil/spieler/116094,L1,FC Schalke 04
116900,Simon,Hedlund,Simon Hedlund,2022,206,simon-hedlund,,Trollhättan,,1993-03-11,Centre-Forward,Attack,right,173.0,1000000.0,1700000.0,2025-06-30 00:00:00,Nordic Sky,https://img.a.transfermarkt.technology/portrait/header/116900-1532348442.jpg?lm=1,https://www.transfermarkt.co.uk/simon-hedlund/profil/spieler/116900,DK1,Bröndby IF
117482,Cimo,Röcker,Cimo Röcker,2021,44,cimo-rocker,Germany,Schneverdingen,Germany,1994-01-21,Centre-Back,Defender,left,186.0,100000.0,200000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/117482-1657538251.jpg?lm=1,https://www.transfermarkt.co.uk/cimo-rocker/profil/spieler/117482,L1,Hertha BSC
117989,Dmitriy,Shomko,Dmitriy Shomko,2020,3609,dmitriy-shomko,UdSSR,Ekibastuz,Kazakhstan,1990-03-19,Left-Back,Defender,left,185.0,400000.0,2500000.0,2023-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/117989-1680765804.png?lm=1,https://www.transfermarkt.co.uk/dmitriy-shomko/profil/spieler/117989,RU1,Rotor Volgograd
118044,Ivan,Maevskiy,Ivan Maevskiy,2020,3609,ivan-maevskiy,East Germany (GDR),Magdeburg,Belarus,1988-05-05,Defensive Midfield,Midfield,right,190.0,50000.0,1500000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/118044-1617369885.png?lm=1,https://www.transfermarkt.co.uk/ivan-maevskiy/profil/spieler/118044,RU1,Rotor Volgograd
118302,Nikolaos,Vergos,Nikolaos Vergos,2023,3060,nikolaos-vergos,Greece,Kilkis,Greece,1996-01-13,Centre-Forward,Attack,right,184.0,450000.0,600000.0,2025-06-30 00:00:00,SPORTS ACTION,https://img.a.transfermarkt.technology/portrait/header/118302-1661534171.png?lm=1,https://www.transfermarkt.co.uk/nikolaos-vergos/profil/spieler/118302,GR1,Atromitos Athens
118732,Pablo,Chavarría,Pablo Chavarría,2019,237,pablo-chavarria,Argentina,Las Perdices,Argentina,1988-01-02,Centre-Forward,Attack,right,185.0,300000.0,3000000.0,2023-06-30 00:00:00,CLK FOOT,https://img.a.transfermarkt.technology/portrait/header/118732-1583333086.jpg?lm=1,https://www.transfermarkt.co.uk/pablo-chavarria/profil/spieler/118732,ES1,RCD Mallorca
118940,Ishmael,Yartey,Ishmael Yartey,2013,750,ishmael-yartey,Ghana,Swedru,Ghana,1990-01-11,Left Winger,Attack,left,170.0,,2000000.0,,,https://img.a.transfermarkt.technology/portrait/header/118940-1485265780.png?lm=1,https://www.transfermarkt.co.uk/ishmael-yartey/profil/spieler/118940,FR1,FC Sochaux-Montbéliard
119224,Rustem,Mukhametshin,Rustem Mukhametshin,2017,40426,rustem-mukhametshin,UdSSR,Kazan,Russia,1984-04-02,Defensive Midfield,Midfield,right,183.0,,600000.0,,,https://img.a.transfermarkt.technology/portrait/header/119224-1545411378.png?lm=1,https://www.transfermarkt.co.uk/rustem-mukhametshin/profil/spieler/119224,RU1,FC Tosno (-2018)
119346,Caner,Bulut,Caner Bulut,2012,2292,caner-bulut,Turkey,Hatay,Turkey,1989-03-03,Left-Back,Defender,left,174.0,,100000.0,,,https://img.a.transfermarkt.technology/portrait/header/119346-1463601405.jpg?lm=1,https://www.transfermarkt.co.uk/caner-bulut/profil/spieler/119346,TR1,Elazigspor
119553,Jack,Grimmer,Jack Grimmer,2012,931,jack-grimmer,Scotland,Westhill,Scotland,1994-01-25,Right-Back,Defender,right,184.0,300000.0,400000.0,2024-06-30 00:00:00,JM Sports,https://img.a.transfermarkt.technology/portrait/header/s_119553_9262_2014_04_09_1.jpg?lm=1,https://www.transfermarkt.co.uk/jack-grimmer/profil/spieler/119553,GB1,Fulham FC
120296,Benjamin,Uphoff,Benjamin Uphoff,2023,60,benjamin-uphoff,Germany,Burghausen,Germany,1993-08-08,Goalkeeper,Goalkeeper,right,192.0,500000.0,600000.0,,,https://img.a.transfermarkt.technology/portrait/header/120296-1658411575.jpg?lm=1,https://www.transfermarkt.co.uk/benjamin-uphoff/profil/spieler/120296,L1,SC Freiburg
120382,Lovro,Medic,Lovro Medic,2016,2503,lovro-medic,Jugoslawien (SFR),Zagreb,Croatia,1990-10-23,Centre-Forward,Attack,,188.0,,500000.0,,,https://img.a.transfermarkt.technology/portrait/header/120382-1478182226.jpg?lm=1,https://www.transfermarkt.co.uk/lovro-medic/profil/spieler/120382,PO1,Boavista FC
120543,Andriy,Poltavtsev,Andriy Poltavtsev,2014,10690,andriy-poltavtsev,,,Ukraine,1991-12-07,Goalkeeper,Goalkeeper,right,191.0,,200000.0,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/andriy-poltavtsev/profil/spieler/120543,UKR1,Zorya Lugansk
120629,Alphonse,Areola,Alphonse Areola,2023,379,alphonse-areola,France,Paris,France,1993-02-27,Goalkeeper,Goalkeeper,right,195.0,10000000.0,17500000.0,2027-06-30 00:00:00,Rafaela Pimenta,https://img.a.transfermarkt.technology/portrait/header/120629-1663243036.jpg?lm=1,https://www.transfermarkt.co.uk/alphonse-areola/profil/spieler/120629,GB1,West Ham United
121009,Maksym,Kalenchuk,Maksym Kalenchuk,2018,18105,maksym-kalenchuk,UdSSR,Donetsk,Ukraine,1989-12-05,Defensive Midfield,Midfield,right,183.0,100000.0,700000.0,,SAG,https://img.a.transfermarkt.technology/portrait/header/121009-1616773755.png?lm=1,https://www.transfermarkt.co.uk/maksym-kalenchuk/profil/spieler/121009,UKR1,PFK Lviv
121756,,Rômulo,Rômulo,2019,19,romulo,Brazil,Pelotas,Italy,1987-05-22,Central Midfield,Midfield,right,178.0,300000.0,8000000.0,,Alessio Secco,https://img.a.transfermarkt.technology/portrait/header/121756-1449061067.jpg?lm=1,https://www.transfermarkt.co.uk/romulo/profil/spieler/121756,IT1,Brescia Calcio
121990,,Wellington Silva,Wellington Silva,2015,11,wellington-silva,Brazil,Rio de Janeiro,Brazil,1993-01-06,Right Winger,Attack,right,170.0,450000.0,2000000.0,2023-12-31 00:00:00,Velop4 Sports Ltd.,https://img.a.transfermarkt.technology/portrait/header/121990-1610006397.jpg?lm=1,https://www.transfermarkt.co.uk/wellington-silva/profil/spieler/121990,GB1,Arsenal FC
122736,Paddy,Barrett,Paddy Barrett,2012,1519,paddy-barrett,Ireland,Waterford,Ireland,1993-07-22,Centre-Back,Defender,right,182.0,75000.0,200000.0,2023-11-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/122736-1582385128.jpg?lm=1,https://www.transfermarkt.co.uk/paddy-barrett/profil/spieler/122736,SC1,Dundee United FC
122994,Thibaut,Van Acker,Thibaut Van Acker,2014,520,thibaut-van-acker,Belgium,Merendree,Belgium,1991-11-21,Central Midfield,Midfield,right,183.0,500000.0,1000000.0,2025-06-30 00:00:00,LUPUS,https://img.a.transfermarkt.technology/portrait/header/122994-1626773799.jpg?lm=1,https://www.transfermarkt.co.uk/thibaut-van-acker/profil/spieler/122994,BE1,Cercle Brugge
123145,Mustapha,Dumbuya,Mustapha Dumbuya,2017,2760,mustapha-dumbuya,Sierra Leone,Freetown,Sierra Leone,1987-08-07,Right-Back,Defender,right,175.0,,250000.0,,,https://img.a.transfermarkt.technology/portrait/header/123145-1582557904.jpg?lm=1,https://www.transfermarkt.co.uk/mustapha-dumbuya/profil/spieler/123145,SC1,Partick Thistle FC
123300,Samuel,Atrous,Samuel Atrous,2014,826,samuel-atrous,France,Wattrelos,France,1990-02-15,Goalkeeper,Goalkeeper,right,190.0,,250000.0,,,https://img.a.transfermarkt.technology/portrait/header/123300-1600707808.png?lm=1,https://www.transfermarkt.co.uk/samuel-atrous/profil/spieler/123300,FR1,RC Lens
124170,Gonçalo,Graça,Gonçalo Graça,2013,1085,goncalo-graca,Portugal,Vila do Conde,Portugal,1990-03-28,Right Winger,Attack,right,175.0,,400000.0,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/goncalo-graca/profil/spieler/124170,PO1,Vitória Setúbal FC
124286,Hugo,Vieira,Hugo Vieira,2019,2424,hugo-vieira,Portugal,Barcelos,Portugal,1988-07-25,Centre-Forward,Attack,right,178.0,200000.0,3000000.0,,Proeleven S.A.,https://img.a.transfermarkt.technology/portrait/header/124286-1566989681.jpg?lm=1,https://www.transfermarkt.co.uk/hugo-vieira/profil/spieler/124286,PO1,Gil Vicente FC
124495,Tolis,Vellios,Tolis Vellios,2023,1269,tolis-vellios,Greece,Thessaloniki,Greece,1992-01-08,Centre-Forward,Attack,right,191.0,325000.0,2500000.0,2025-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/124495-1608185482.jpg?lm=1,https://www.transfermarkt.co.uk/tolis-vellios/profil/spieler/124495,NL1,PEC Zwolle
124555,Cristiano,Biraghi,Cristiano Biraghi,2023,430,cristiano-biraghi,Italy,Cernusco sul Naviglio,Italy,1992-09-01,Left-Back,Defender,left,185.0,5000000.0,12000000.0,2025-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/124555-1595933275.jpg?lm=1,https://www.transfermarkt.co.uk/cristiano-biraghi/profil/spieler/124555,IT1,ACF Fiorentina
124732,John Anthony,Brooks,John Anthony Brooks,2023,533,john-anthony-brooks,Germany,Berlin,United States,1993-01-28,Centre-Back,Defender,left,194.0,2000000.0,15000000.0,2024-06-30 00:00:00,ROGON,https://img.a.transfermarkt.technology/portrait/header/124732-1691269735.jpg?lm=1,https://www.transfermarkt.co.uk/john-anthony-brooks/profil/spieler/124732,L1,TSG 1899 Hoffenheim
124785,Patrick,Schorr,Patrick Schorr,2013,533,patrick-schorr,Germany,Frankfurt am Main,Germany,1994-10-13,Defensive Midfield,Midfield,left,184.0,,250000.0,2024-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/124785-1602438855.JPG?lm=1,https://www.transfermarkt.co.uk/patrick-schorr/profil/spieler/124785,L1,TSG 1899 Hoffenheim
125125,Emiliano,Albín,Emiliano Albín,2015,8024,emiliano-albin,Uruguay,Sauce,Uruguay,1989-01-24,Right-Back,Defender,right,175.0,50000.0,800000.0,,,https://img.a.transfermarkt.technology/portrait/header/s_125125_189_2013_04_04_1.jpg?lm=1,https://www.transfermarkt.co.uk/emiliano-albin/profil/spieler/125125,PO1,FC Arouca
125291,Everson,Lima,Everson Lima,2014,6996,everson-lima,Brazil,Sorocaba,Brazil,1986-07-01,Centre-Back,Defender,right,186.0,,200000.0,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/everson-lima/profil/spieler/125291,UKR1,Goverla Uzhgorod (- 2016)
125314,Pontus,Jansson,Pontus Jansson,2022,1148,pontus-jansson,Sweden,Arlöv,Sweden,1991-02-13,Centre-Back,Defender,right,196.0,2500000.0,7000000.0,2027-12-31 00:00:00,MD Management,https://img.a.transfermarkt.technology/portrait/header/125314-1448968200.jpg?lm=1,https://www.transfermarkt.co.uk/pontus-jansson/profil/spieler/125314,GB1,Brentford FC
125710,Emiliano,Tortolano,Emiliano Tortolano,2013,1627,emiliano-tortolano,Italy,Roma,Italy,1990-05-22,Left Winger,Attack,right,170.0,150000.0,250000.0,2024-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/125710-1606429729.jpg?lm=1,https://www.transfermarkt.co.uk/emiliano-tortolano/profil/spieler/125710,IT1,Catania FC
126145,Vadim,Steklov,Vadim Steklov,2016,3729,vadim-steklov,UdSSR,Moskau,Russia,1985-03-24,Central Midfield,Midfield,right,175.0,,400000.0,,,https://img.a.transfermarkt.technology/portrait/header/126145-1553736546.png?lm=1,https://www.transfermarkt.co.uk/vadim-steklov/profil/spieler/126145,RU1,Arsenal Tula
126659,Loris,Néry,Loris Néry,2013,1423,loris-nery,France,Saint-Étienne,France,1991-02-05,Right-Back,Defender,right,174.0,250000.0,1750000.0,,USM GROUP ,https://img.a.transfermarkt.technology/portrait/header/126659-1538130333.jpg?lm=1,https://www.transfermarkt.co.uk/loris-nery/profil/spieler/126659,FR1,Valenciennes FC
126719,Juan,Bernat,Juan Bernat,2023,294,juan-bernat,Spain,Cullera,Spain,1993-03-01,Left-Back,Defender,left,170.0,10000000.0,20000000.0,2024-06-30 00:00:00,InterStarDeporte,https://img.a.transfermarkt.technology/portrait/header/126719-1672304606.jpg?lm=1,https://www.transfermarkt.co.uk/juan-bernat/profil/spieler/126719,PO1,SL Benfica
127128,Mathieu,Deplagne,Mathieu Deplagne,2017,1095,mathieu-deplagne,France,Montpellier,France,1991-10-01,Right-Back,Defender,right,183.0,300000.0,2500000.0,,,https://img.a.transfermarkt.technology/portrait/header/127128-1583442013.jpg?lm=1,https://www.transfermarkt.co.uk/mathieu-deplagne/profil/spieler/127128,FR1,ESTAC Troyes
127220,Giuseppe,Capua,Giuseppe Capua,2013,398,giuseppe-capua,Italy,Priverno,Italy,1992-01-11,Central Midfield,Midfield,right,174.0,,150000.0,,,https://img.a.transfermarkt.technology/portrait/header/127220-1616618311.jpg?lm=1,https://www.transfermarkt.co.uk/giuseppe-capua/profil/spieler/127220,IT1,SS Lazio
127769,Nwankwo,Obiora,Nwankwo Obiora,2022,3325,nwankwo-obiora,Nigeria,Kaduna,Nigeria,1991-07-12,Defensive Midfield,Midfield,right,187.0,200000.0,1000000.0,2023-06-30 00:00:00,Proeleven S.A.,https://img.a.transfermarkt.technology/portrait/header/127769-1446646472.jpg?lm=1,https://www.transfermarkt.co.uk/nwankwo-obiora/profil/spieler/127769,PO1,GD Chaves
128168,Thijs,Bouma,Thijs Bouma,2015,642,thijs-bouma,Netherlands,Hardenberg,Netherlands,1992-04-02,Right-Back,Defender,,,,200000.0,,,https://img.a.transfermarkt.technology/portrait/header/s_128168_81_2013_01_04_1.jpg?lm=1,https://www.transfermarkt.co.uk/thijs-bouma/profil/spieler/128168,NL1,De Graafschap Doetinchem
128833,,Ramazotti,Ramazotti,2012,2424,ramazotti,Brazil,São Caetano do Sul,Brazil,1988-08-09,Centre-Forward,Attack,right,193.0,50000.0,800000.0,,,https://img.a.transfermarkt.technology/portrait/header/128833-1493724306.jpg?lm=1,https://www.transfermarkt.co.uk/ramazotti/profil/spieler/128833,PO1,Gil Vicente FC
